0.410000 0.270578
0.410295 0.270677
0.410590 0.270776
0.410885 0.270875
0.411180 0.270974
0.411475 0.271072
0.411770 0.271171
0.412065 0.271269
0.412360 0.271367
0.412655 0.271466
0.412950 0.271564
0.413245 0.271662
0.413540 0.271760
0.413835 0.271858
0.414130 0.271956
0.414425 0.272053
0.414720 0.272151
0.415015 0.272248
0.415310 0.272346
0.415605 0.272443
0.415900 0.272541
0.416195 0.272638
0.416490 0.272735
0.416785 0.272832
0.417080 0.272929
0.417375 0.273026
0.417670 0.273123
0.417965 0.273220
0.418260 0.273316
0.418555 0.273413
0.418850 0.273510
0.419145 0.273606
0.419440 0.273702
0.419735 0.273799
0.419735 0.273798
0.420030 0.284842
0.420030 0.262784
0.420325 0.293685
0.420325 0.253758
0.420620 0.299612
0.420620 0.247648
0.420915 0.304381
0.420915 0.242698
0.421210 0.308475
0.421210 0.238421
0.421505 0.312116
0.421505 0.234599
0.421800 0.315422
0.421800 0.231110
0.422095 0.318470
0.422095 0.227880
0.422390 0.321310
0.422390 0.224858
0.422685 0.323979
0.422685 0.222008
0.422980 0.326501
0.422980 0.219303
0.423275 0.328899
0.423275 0.216724
0.423570 0.331187
0.423570 0.214254
0.423865 0.333379
0.423865 0.211880
0.424160 0.335485
0.424160 0.209592
0.424455 0.337514
0.424455 0.207382
0.424750 0.339473
0.424750 0.205241
0.425045 0.341369
0.425045 0.203163
0.425340 0.343206
0.425340 0.201145
0.425635 0.344990
0.425635 0.199179
0.425930 0.346724
0.425930 0.197264
0.426225 0.348412
0.426225 0.195394
0.426520 0.350057
0.426520 0.193568
0.426815 0.351663
0.426815 0.191781
0.427110 0.353230
0.427110 0.190032
0.427405 0.354762
0.427405 0.188319
0.427700 0.356261
0.427700 0.186639
0.427995 0.357729
0.427995 0.184990
0.428290 0.359167
0.428290 0.183371
0.428585 0.360576
0.428585 0.181780
0.428880 0.361959
0.428880 0.180217
0.429175 0.363316
0.429175 0.178679
0.429470 0.364649
0.429470 0.177165
0.429765 0.365958
0.429765 0.175675
0.430060 0.367245
0.430060 0.174207
0.430355 0.368511
0.430355 0.172760
0.430650 0.369757
0.430650 0.171334
0.430945 0.370983
0.430945 0.169927
0.431240 0.372190
0.431240 0.168539
0.431535 0.373379
0.431535 0.167170
0.431830 0.374550
0.431830 0.165818
0.432125 0.375705
0.432125 0.164482
0.432420 0.376844
0.432420 0.163163
0.432715 0.377966
0.432715 0.161860
0.433010 0.379074
0.433010 0.160572
0.433305 0.380167
0.433305 0.159299
